t 1.25156 /NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=462us, RA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 87.5038 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 87.504 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 87.504 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 87.751 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 87.7512 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 87.7512 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 87.7526 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 87.7528 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 87.7528 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 88.0008 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.001 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.001 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 88.0027 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.0029 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.0029 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 88.2509 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.2511 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.2511 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 88.2522 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.2524 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.2524 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 88.5028 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.503 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 88.5041 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.5043 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.5043 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 88.7511 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.7513 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 88.7513 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 88.7528 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.753 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 88.753 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 89.0017 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.0019 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.0019 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 89.0039 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.0041 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.0041 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 89.2514 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.2516 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.2516 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 89.2526 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.2528 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.2528 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 89.5007 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.5009 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.5009 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 89.502 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.5022 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.5022 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 89.7514 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.7516 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 89.7516 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 89.7526 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.7528 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 89.7528 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 90.0013 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.0015 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.0015 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 90.0024 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.0027 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.0027 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 90.2525 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.2527 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.2527 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 90.2551 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.2553 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.2553 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 90.5014 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.5016 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.5016 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 90.5027 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.5029 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.5029 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 90.7509 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.7511 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 90.7511 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 90.7525 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.7527 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 90.7527 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 91.0036 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.0038 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.0038 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 91.0048 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.005 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.005 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 91.2508 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.251 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.251 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 91.252 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.2522 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.2522 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 91.5008 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.501 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.501 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 91.5024 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.5026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.5026 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 91.751 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.7512 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 91.7512 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 91.7521 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.7523 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 91.7523 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 92.0007 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 92.0009 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 92.0009 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 92.0021 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 92.0023 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 92.0023 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 92.251 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 92.2512 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 92.2512 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 92.2521 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 92.2524 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
r 92.2524 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:01) ns3::WifiMacTrailer ()
t 92.5017 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_CTS Duration/ID=509us, RA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
