t 1.25234 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=675us, RA=00:00:00:00:00:03, TA=00:00:00:00:00:04) ns3::WifiMacTrailer ()
t 76.7501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 76.7503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 76.7503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 77.0001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 77.0001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 77.0003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 77.002 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 77.0022 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 77.0022 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 77.2501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 77.2501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 77.2503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 77.2503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 77.5001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 77.5001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 77.5003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 77.5003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 77.7501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 77.7501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 77.7503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 77.7503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 77.752 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 77.7522 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 77.7522 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 78.0001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 78.0001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 78.0003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 78.0003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 78.2501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 78.2501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 78.2503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 78.2503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 78.5001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 78.5001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 78.5003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 78.5003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 78.5018 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 78.502 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 78.502 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 78.7501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 78.7501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 78.7503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 78.7503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 79.0001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 79.0001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.0003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 79.0003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 79.2501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 79.2501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.2503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 79.2503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 79.2522 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.2524 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.2524 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 79.5001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 79.5001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.5003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 79.5003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 79.7501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 79.7501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.7503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 79.7503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 79.7514 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.7516 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 79.7516 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 80.0001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 80.0001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 80.0003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 80.0003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 80.2501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 80.2501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 80.2503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 80.2503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 80.5001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 80.5001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 80.5003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 80.5003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 80.7501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 80.7501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 80.7503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 80.7503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 80.7511 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 80.7513 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 80.7513 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 81.0001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 81.0001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 81.0003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 81.0003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 81.2501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 81.2501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 81.2503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 81.2503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 81.2519 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 81.2521 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 81.2521 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 81.5001 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 81.5001 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 81.5003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 81.5003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 81.5019 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 81.5021 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 81.5021 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 81.7501 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 81.7501 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
